id,title,clips_count,description,episodes_count,genres,score,seasons_count,company,released_at,rating
77,Saturday Night Live,7073,NBC in association with Broadway Video Enterprises bring you the landmark sketch comedy series.,370,[Comedy~Sketch Comedy|Comedy~Late Night Comedy],4.083795347,18,NBC,2007-10-11T15:51:20Z,TV-14
11248,The Mindy Project,23,"A single-camera comedy, starring Mindy Kaling, that follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life, as she pursues her dreams of becoming the perfect woman, finding the perfect man and getting her perfect romantic comedy ending.",107,[Comedy~Sitcoms],4.440965244,5,Hulu Original Series,2012-08-16T16:17:05Z,TV-14
2505,Community,0,"Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work.",110,[Comedy],4.583857365,6,Sony Pictures Television,,TV-14
2252,Grey's Anatomy,155,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis – it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in black and white. Real life only comes in shades of grey.",24,[Drama~Medical Drama|Teen],4.462517355,1,ABC,2008-11-24T23:02:04Z,TV-14
58,The Simpsons,405,"This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbor, Ned Flanders, family physician Dr. Hibbert, Moe the bartender and police chief Clancy Wiggum.",21,[Comedy~Sitcoms|Animation and Cartoons~Primetime Animation],4.259297787,1,FOX,2007-10-01T18:30:27Z,TV-14
15137,Brooklyn Nine-Nine,155,"BROOKLYN NINE-NINE is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, the series is not really about the job – it’s about the men and women behind the badge.",90,[Comedy],4.525907915,4,FOX,2013-08-15T22:29:08Z,TV-14
1968,Parks and Recreation,1,"Leslie Knope takes on the system in Pawnee, IN.",123,[Comedy~Sitcoms],4.582548165,7,NBC,,TV-14
22015,The Amazing World of Gumball,156,"Gumball’s world is pretty run-of-the-mill. He’s chased around school by a T-Rex. He has a friend named Anton who’s a piece of toast. He’s got a crush on Penny, a peanut with antlers. His dad is a 6’4” bunny. His mom works at a Rainbow Factory. And his brother is a goldfish named Darwin. Yup, everything looks perfectly normal here.",156,[Kids|Animation and Cartoons|Family|Teen],4.015876956,4,Cartoon Network,2015-04-16T00:23:53Z,TV-Y7-FV
4910,Bob's Burgers,99,"Bob runs Bob's Burgers with the help of his wife and their three kids. Business may be slow, but they never give up hope.",129,[Animation and Cartoons~Primetime Animation|Comedy],4.323971706,7,FOX,2010-05-20T00:00:07Z,TV-14
7529,New Girl,139,"An ensemble comedy centering on a free-spirited young woman, her three male roommates and her best friend, as they navigate modern relationships and end up forming a charmingly dysfunctional – or strangely functional –  family.",22,[Comedy~Sitcoms|Teen],4.588292488,1,FOX,2011-05-18T00:42:12Z,TV-14
2103,Glee,0,"A group of ambitious and talented kids find strength, acceptance and, ultimately, their voices in this uplifting musical comedy.",121,[Drama|Music~Musicals|Comedy|Teen],4.187489416,6,FOX,,TV-14
10,Bones,60,Forensic anthropologist Dr. Temperance Brennan uses her uncanny ability to read clues left behind in bones to help FBI agent Seeley Booth solve murder cases. Based on the life of anthropologist and novelist Kathy Reichs.,246,[Drama~Crime and Courtroom Drama],4.618597705,12,FOX,2007-09-06T20:45:31Z,TV-14
11226,Nashville,426,"A legendary queen of country music struggles to maintain her place in the spotlight while dealing with an ambitious rising pop-country vixen who wants to knock her off the throne. From executive producer Callie Khouri (writer of Thelma & Louise) comes this contemporary musical drama about love, power, money, family and music. ",107,[Drama|Music~Musicals],4.424511513,5,CMT,2012-08-14T19:07:05Z,TV-MA
22278,Regular Show,220,"Mordecai – a sarcastic blue jay, and Rigby – a somewhat responsible raccoon, are best friends. They even work together at a park owned by Pops, a big lollipop-headed guy. Which seems normal enough. They’ve got a cranky gumball machine for a boss and they work alongside a Zen-like yeti named Skips. Yep. Everything is as regular as can be.",217,[Kids|Animation and Cartoons|Teen],4.061273937,7,Cartoon Network,2015-05-01T06:50:00Z,TV-PG
7555,Once Upon a Time,135,"From the inventive minds of Lost executive producers Adam Horowitz and Edward Kitsis comes a bold new imagining of the world, where fairy tales and the modern day are about to collide.",22,[Drama|Science Fiction~Science Fiction - Thriller|Teen|Family],4.715775889,1,ABC,2011-05-17T19:35:12Z,TV-PG
22881,Rick and Morty,21,"Rick and Morty is a show about a sociopathic scientist who drags his unintelligent grandson on insanely dangerous adventures across the universe. Created and executive produced by Dan Harmon (Community, Channel 101) and Justin Roiland (House of Cosbys).",21,[Animation and Cartoons~Primetime Animation|Teen],4.772879511,2,Adult Swim,2015-05-01T06:50:00Z,TV-MA
6341,Workaholics,69,"College is over but the party isn’t. Join three best buds as they share a job, a crash pad and a promise to never let work get in the way of a good time—on this raucously original series.",86,[Comedy],4.577148191,7,Comedy Central,2015-10-10T00:19:17Z,TV-MA
1318,Bleach,0,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever when Rukia transfers most of her powers to him. Now a Soul Reaper himself with a new found wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil. But when Rukia's actions are called under scrutiny, Ichigo and his friends must put everything on the line to prepare to save their friend from the harsh justice of the Soul Society.",732,[Anime~Anime - Supernatural and Horror|International~Japanese|Teen],4.421983759,26,Viz Media,2008-10-02T00:23:49Z,TV-14
2138,One Piece,4,"Monkey D. Luffy refuses to let anyone or anything stand in the way of his quest to become king of all pirates. With a course charted for the treacherous waters of the Grand Line, this is one captain who’ll never drop anchor until he’s claimed the greatest treasure on Earth – the Legendary One Piece!",747,[Anime|International~Japanese],4.146686059,11,Toei Animation,2009-05-24T02:40:18Z,TV-14
6290,The Voice,1024,"Four famous musician coaches will each select singers to mentor into artists during the blind auditions. Once they have their teams, the star coaches will bring in their personal songwriters, producers, and high-powered friends to help their teams evolve. Ultimately, America will decide which singer will be worthy of the grand prize.",0,[Reality and Game Shows~Competition|Music|Teen|Family],4.1234969,0,NBC,2016-08-21T23:30:24Z,
22638,Doc McStuffins,0,"A magical animated series about a six-year-old girl, Doc McStuffins, who has the ability to talk to and heal toys and stuffed animals! With the help of her stuffed animal friends, Doc runs a clinic for toys out of her playhouse. The series emphasizes the importance of lending a helping hand, or paw, when people and toys need it most.",92,[Animation and Cartoons|Kids],3.503616156,3,Disney Junior,,TV-Y7
148,Hell's Kitchen,1,An unscripted culinary boot camp that features the drama of aspiring restaurateurs competing for world-renowned Chef Gordon Ramsay’s approval and the chance to become America’s next culinary star.,0,[Reality and Game Shows~Competition|Food~Cooking Competitions|Family],4.05219787,0,FOX,2017-08-10T00:23:26Z,
21027,Empire,200,"From Academy Award nominee Lee Daniels (“Lee Daniels’ The Butler,” “Precious”) and Emmy Award winner Danny Strong (“Game Change,” “Lee Daniels’ The Butler”), comes EMPIRE, a sexy and powerful new drama about the head of a music empire whose three sons and wife all battle for his throne. Set to an original soundtrack written and produced by hip-hop hitmaker Timbaland, the family drama stars Academy Award nominee Terrence Howard (“Crash,” “Hustle & Flow”) and Academy Award and Emmy Award nominee Taraji P. Henson (“Person of Interest,” “The Curious Case of Benjamin Button”).",48,[Drama~Soap Operas|Music~Musicals],4.57500889,3,FOX,2014-12-10T03:00:19Z,TV-14
35,It's Always Sunny in Philadelphia,8,"Wednesdays at 10pm on FXX. It's Always Sunny in Philadelphia features Mac, Dennis, Charlie, Sweet Dee and Frank, five ne’er-do-wells who own and operate Paddy’s Pub in Philadelphia. Their constant scheming usually lands them in a world of hurt, yet they never seem to learn from their mistakes. As they say, some things never change. So prepare for more depraved schemes, half-baked arguments and absurdly underhanded plots to subvert one another.

It's Always Sunny in Philadelphia was created by Rob McElhenney and is executive produced by Rob McElhenney, Charlie Day, Glenn Howerton, Michael Rotenberg, Nicholas Frenkel, Tom Lofaro, Rob Rosell, Scott Marder and David Hornsby. An FX Networks Original Series.",123,[Comedy~Sitcoms],4.478408089,11,FXX,2015-09-14T19:22:16Z,TV-MA
150,Keeping Up With the Kardashians,683,Keeping Up with the Kardashians takes viewers inside the hectic lives of Hollywood's modern-day Brady Bunch. Can two famous clans come together as one united front? Or will their individual lust for the limelight end up fracturing the family?,181,[Reality and Game Shows~Real Life Drama|Teen],3.211605378,12,E! Entertainment,2007-10-20T00:30:48Z,TV-14
15094,The Good Wife,1,"Julianna Margulies (ER) ignites the screen as Alicia Florrick, the political wife whose world is shattered when her husband (Chris Noth, Sex & the City, Law & Order) is caught in a sex and corruption scandal. Forced to support her family, Alicia returns to work at a Chicago law firm headed by Diane Lockhart (Emmy and Tony Award winner Christine Baranski) and Will Gardner (Josh Charles), a driven attorney with a passion for justice. A gripping blend of courtroom drama, politics and steamy personal relationships, THE GOOD WIFE features an A-List cast of regulars and guest stars like Michael J. Fox, Matthew Perry and Rita Wilson. Hailed by the Chicago Tribune for its “deluxe production values, smart writing, and outstanding array of actors,” the series earned 14 Emmy nominations in its first two seasons alone. With fascinating characters and timely scripts torn from the headlines, the verdict is in: THE GOOD WIFE is great entertainment.",156,[Drama~Crime and Courtroom Drama],4.560711786,7,CBS,2013-08-30T14:00:17Z,TV-14
13844,Curious George,0,"For nearly 65 years, generations of young children have been charmed by the literary adventures of Curious George. Now George is ready for his next big adventure! Based on the best-selling Curious George books by Margret and H.A. Rey, the series expands George’s world to include a host of colorful new characters and original locales, while maintaining the charm of the beloved books. The series aims to inspire kids to explore science, math, and engineering in the world around them.",108,[Kids|Comedy|Animation and Cartoons],3.578587476,9,Universal Television,,TV-G
1304,Naruto,0,"The Village Hidden in the Leaves is home to the stealthiest ninja in the land.  But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy--Naruto Uzumaki!",440,[Anime~Anime - Action Adventure|International~Japanese],4.212957045,4,Viz Media,2008-09-23T00:22:58Z,TV-14
15360,The Goldbergs,169,"The Goldbergs are a loving family like any other, just with a lot more yelling, but for geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy.",95,[Comedy~Sitcoms|Family],4.384575644,4,ABC,2013-09-02T18:24:11Z,TV-14
19738,Black-ish,229,"Andre 'Dre' Johnson has a great job, a beautiful wife, Rainbow, four kids, and a colonial home in the 'burbs. But has success brought too much assimilation for this black family?",72,[Comedy~Sitcoms|Family],4.23707817,3,ABC,2014-09-05T04:30:17Z,TV-14
2259,Desperate Housewives,323,"ABC's Desperate Housewives offers a deliciously juicy glimpse into the lives of everyone's favorite housewives. On the surface, the ladies of Wisteria Lane appear to be the picture of suburban America. But underneath lay bigger mysteries - infidelity, deceit, blackmail, and even murder. And with not-so-honest husbands, complicated relationships, family drama and meddling neighbors adding to the turmoil, it's no wonder things aren't always as they seem.",180,[Drama],3.698476373,8,ABC,2008-11-25T23:39:23Z,TV-14
7889,CSI: Crime Scene Investigation,0,"""CSI: Crime Scene Investigation"" is a fast-paced drama about a team of forensic investigators trained to solve crimes by examining the evidence. They are on the case 24/7, scouring the scene, collecting the irrefutable evidence and finding the missing pieces that will solve the mystery.",337,[Drama~Crime and Courtroom Drama],4.496905704,16,USA,,TV-14
3433,Archer,14,"Archer chronicles an international spy agency and the lives of its employees. Although their work of espionage, reconnaissance missions, wiretapping and undercover surveillance is daunting and dangerous, every covert operation and global crisis is actually just another excuse for the staff to undermine, sabotage and betray each other for personal gain. ",85,[Animation and Cartoons~Primetime Animation|Action and Adventure~Espionage|Comedy],4.448908555,7,FXX,2009-11-06T02:14:02Z,TV-MA
16937,Broad City,60,"A bottle of wine tastes just as good when you pay with all pennies. That's a fact. And no matter what the city throws at twenty-somethings Abbi and Ilana, these broads are all in. Catch the totally fresh, new series based on the acclaimed digital shorts.",30,[Comedy],4.64216127,3,Comedy Central,2016-03-09T07:00:27Z,TV-MA
8322,America's Next Top Model,0,"Young women of various backgrounds, shapes and sizes compete to prove that they can make it in the high-stress, high-stakes world of modeling. With mentoring by supermodel Tyra Banks and exposure to prolific fashion-industry gurus, the finalists compete in an accelerated modeling boot camp. Participants learn to master complicated catwalks, fashion photo shoots and perfect publicity skills, all under 24-hour-a-day surveillance of the cameras that chronicle every move.",283,[Reality and Game Shows|Teen],3.541373579,22,CBS,,TV-14
17312,The Tonight Show Starring Jimmy Fallon,3442,"Join Jimmy Fallon for a daily mix of jokes, sketches, celebrity interviews and musical guests.",18,[Comedy~Late Night Comedy],4.155577697,1,NBC,2014-02-15T08:26:11Z,TV-14
8898,Key & Peele,96,"Tired of watching just one comedian at a time? Get a pair. Catch sketch comedy masters and best friends Keegan-Michael Key and Jordan Peele for a half hour of irreverent wit, pop-culture impressions and escalating absurdity.",53,[Comedy~Sketch Comedy],4.438177198,5,Comedy Central,,TV-14
29524,The Golden Girls,1,"The Golden Girls is the story of four older women who share a house in Miami Beach, Florida. Bea Arthur plays Dorothy, a divorced school teacher, with a sardonic wit. Rue McClanahan plays Blanche, a man-hunting Southern Belle. Betty White plays Rose, a very sweet woman who is somewhat spacey. Rounding out the trio is Estelle Getty, playing Dorothy's outspoken mother, Sophia. ",180,[Classics|Comedy~Sitcoms],4.591255389,7,ABC Studios,2017-01-27T01:56:25Z,TV-PG
21721,Steven Universe,102,"Steven Universe is about the misadventures of a boy named Steven, the ultimate ""little brother"" to a team of magical guardians of humanity—the Crystal Gems. Steven may not be as powerful as the Crystal Gems. Or as savvy. But that doesn't stop him from joining Garnet, Amethyst and Pearl on their magical adventures and somehow finding a way to save the day!",102,[Comedy|Kids|Teen],4.416828893,3,Cartoon Network,2015-05-01T06:50:00Z,TV-PG
57,Kitchen Nightmares,1,An unscripted series in which Gordon Ramsay attempts to turn deserted restaurants into the most sought-after venues in town.,92,[Reality and Game Shows~Real Life Drama|Food|Family],4.019048561,6,FOX,2007-09-25T00:30:56Z,TV-14
21985,The Last Man on Earth,65,"The year is 2020, and after a deadly virus has swept the planet, only one man is left on earth: Phil Miller (Will Forte). He used to be just an average guy who loved his family and hated his job. Now, in his RV, Phil searches the country for other survivors. He has traveled to every city, every town and every outpost in the United States, Mexico and Canada, and has found no one. As he returns to his hometown of Tucson, Phil comes to the painful realization that he is almost certainly the last living being on the face of the earth. All he wants is for someone – anyone – to find him in Tucson – preferably a woman. ",48,[Comedy|Science Fiction],4.339346137,3,FOX,2015-02-11T20:28:18Z,TV-14
5638,Yu-Gi-Oh!,4,"Meet Yugi, an eager young freshman at Domino High School. Yugi and his best friends, Joey, Tristan, and Tea share a love of a cool new game that's sweeping the nation...Duel Monsters! In this card-battling game, players pit different mystical creatures against one another in action-packed, high intensity duels.",236,[Anime~Anime - Tournament|Teen|Videogames],3.674606741,5,4K Media,2011-01-17T20:50:09Z,TV-Y
23200,Elementary,1,ELEMENTARY stars Jonny Lee Miller as detective Sherlock Holmes and Lucy Liu as Dr. Joan Watson in a modern-day drama about a crime-solving duo that cracks the NYPD’s most impossible cases.,120,[Drama~Crime and Courtroom Drama],4.574703383,5,CBS,,TV-14
969,America's Got Talent,171,America votes in the ultimate talent show to determine which act deserves a million dollars.,12,[Reality and Game Shows~Competition|Teen],3.335469442,1,NBC,2016-12-16T20:02:48Z,TV-PG
12844,Sabrina: The Teenage Witch,0,"Sabrina is a normal teenager, except for one thing -- she's a witch! Guided by her aunts, who come from a long line of witches, and Salem, a mischievous warlock doing penance as a black cat, Sabrina continually struggles to harness her powers while wittingly wreaking havoc on friends and foes alike. While struggling through the growing pains associated with being a witch and getting into lots of harmless trouble along the way, Sabrina realizes that magic is not quite as easy as pointing your finger.",163,[Family|Comedy|Teen],3.905827813,7,CBS,,TV-G
2458,Shark Tank,18,"From Executive Producer Mark Burnett comes an inventive new reality series you can sink your teeth into. Budding entrepreneurs with big ideas can still make their dreams come true and ABC is about to give them the chance to make it happen. Each week a group of self-made millionaires from all corners of the business world take their own hard earned money and offer everyday people their one true shot at making their dreams a reality. Some will sink, some will swim and some will be eaten alive.",5,[Reality and Game Shows~Real Life Drama|Family],4.278262211,2,ABC,2009-08-10T04:00:07Z,TV-PG
12138,Teenage Mutant Ninja Turtles,44,"Master Splinter allows the Turtles to visit the surface for the first time, where they'll learn the importance of working as a team, uncover the mystery of their existence, and face fearsome enemies such as the Kraang and the ruthless Shredder.",100,[Kids|Animation and Cartoons|Teen],3.779686511,4,Nickelodeon,,TV-Y7
51,Arrested Development,249,"In this critically acclaimed series, Michael Bluth is forced to help his wildly eccentric family pick up the pieces after its wealthy patriarch is arrested and its assets frozen.",53,[Comedy~Sitcoms],4.687838425,3,Fox Television Classics,2007-10-07T06:13:57Z,TV-14
1861,Stargate SG-1,0,"Step through the stargate with SG-1, a team of soldiers and scientists, as they travel instantaneously to other planets to explore, forge alliances, defuse crises, establish trade, investigate ancient mysteries, and defend Earth from such hostile forces as the Goa'uld, the Replicators, and the Ori.",214,[Science Fiction|Family],4.315301436,10,MGM,,TV-14
6901,Fairy Tail,0,"When four young wizards from the most destructive guild in Fiore team up to take jobs, they forge a bond more powerful than any magic and grow stronger with every mission. Whatever you do, don't mess with these friends or you'll get burned!",349,[Anime|International~Japanese],4.520954045,8,Funimation,2011-06-10T15:13:09Z,TV-14
177,Top Chef,1510,"Top Chef offers a fascinating window into the competitive, pressure-filled environment of world class cookery and the restaurant business at the highest level. The series features seventeen aspiring chefs who compete for their shot at culinary stardom and the chance to earn the prestigious title of ""Top Chef.""",203,[Reality and Game Shows~Competition|Food~Cooking Competitions|Family],4.252783071,13,Bravo,2007-08-30T18:10:28Z,TV-14
9673,Scandal,167,"A former media relations consultant to the President, Olivia Pope (Kerry Washington) dedicates her life to protecting and defending the public images of our nation's elite. After leaving the White House, the power consultant opened her own firm, hoping to start a new chapter -- both professionally and personally -- but she can't seem to completely cut ties with her past. Slowly it becomes apparent that her staff, who specialize in fixing the lives of other people, can't quite fix the ones closest at hand -- their own.",5,[Drama],4.711270845,1,ABC,2012-03-24T00:03:18Z,TV-14
11217,Smallville,0,"After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",218,[Drama~Romance|Science Fiction|Action and Adventure|Teen|Family],4.467553413,10,Warner Bros.,,Not Rated
7281,Grimm,44,"From executive producers David Greenwalt (Angel, Buffy the Vampire Slayer) and Jim Kouf (Angel, National Treasure) comes a new world of police work where all cases have a storybook connection, but not always happily ever after.",5,[Action and Adventure|Drama~Mystery|Horror and Suspense|Family],4.600659796,1,NBC,2016-12-16T20:02:48Z,TV-14
28409,This Is Us,71,"From the writer and director of Crazy, Stupid, Love comes a smart, modern new dramedy that will challenge your everyday presumptions about the people you think you know.",18,[Drama|Comedy~Romantic Comedy],4.795632995,1,NBC,2016-09-08T22:21:22Z,TV-14
4726,MasterChef,146,"A culinary competition series that searches for the best home cooks in America, and through a series of exciting elimination rounds, will turn one of them into a culinary master.",10,[Food~Cooking Competitions|Reality and Game Shows|Health and Wellness|Family],4.217097076,1,FOX,2010-07-23T18:57:09Z,TV-14
15896,The Thundermans,0,"The Thundermans are just like any other American family, but they're superheroes! Watch this super family battle some serious sibling rivalry and eventually work together to use their extraordinary powers to create an ordinary life!",69,[Kids|Teen],4.024492557,3,Nickelodeon,,TV-G
13482,Vikings,0,The name Viking is synonymous with extreme violence and terror. But few people know what it was really like to live in the world of the Viking.  This scripted drama will use real characters from history to humanize the Viking and authentically re-create the Viking Age.,49,[Action and Adventure~Military and War],4.78311932,4,History,,TV-14
4483,Pretty Little Liars,7,"Four estranged best friends are reunited one year after the queen bee of the group, Alison, goes missing. When they begin to receive disturbing messages from someone named “A”, how far will they go to bury their secrets?",5,[Drama|Teen],4.498914555,1,Freeform,2017-03-31T17:00:28Z,TV-14
5725,Jersey Shore,33,"Young adults move into a summer share to indulge in everything Seaside Heights, New Jersey has to offer. Jersey Shore uncovers sometimes surprising, often hilarious and usually over-the-top personalities.",74,[Reality and Game Shows~Real Life Drama|Teen],3.5956574,6,MTV,,TV-14
2440,General Hospital,1052,"Murder, mob wars, and mansions? It’s just all in a day’s work for the residents of Port Charles, New York. With such notable characters as Sonny Corinthos (Maurice Benard) and Jason Morgan (Billy Miller), there’s never a dull moment – especially when you add to the mix their long-time revolving love affairs with Carly (Laura Wright), Samantha (Kelly Monaco), Elizabeth (Rebecca Herbst), Olivia (Lisa LoCicero), and Claudia (Sarah Brown). Couples like Robin and Patrick (Kimberly McCullough and Jason Thompson) and Maxie and Spinelli (Kirsten Storms and Bradford Anderson), and families like the quarreling (but lovable) Quartermaines, even out this dysfunctional town.",10,[Drama~Soap Operas|Drama~Medical Drama],3.819922386,1,ABC,2009-08-08T03:30:11Z,TV-14
24499,Blindspot,49,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed. From Executive Producer Greg Berlanti (""The Mysteries of Laura,"" ""The Flash,"" ""Arrow"").",45,[Drama~Crime and Courtroom Drama|Drama~Mystery],4.522504326,2,NBC,2015-08-19T21:36:15Z,TV-14
6375,Happy Endings,139,"Forget who gets to keep the ring, when a couple splits, the real question is, who gets to keep the friends? In this modern comedy, a couple's break up will complicate all of their friends' lives and make everyone question their choices. When life throws you for a curve, hold on tight to the people you love.",57,[Comedy],4.354798761,3,Sony Pictures Television,,TV-14
12666,Catfish: The TV Show,78,Catfish:  The TV Show brings together couples who've interacted solely through LCD screens.  Over the course of months they've supposedly fallen in love -- but what will happen when they meet in real life for the first time?,77,[Reality and Game Shows~Real Life Drama|Teen],4.198490154,5,MTV,2012-12-03T09:00:08Z,TV-14
2526,Jimmy Kimmel Live,1605,"ABC’s distinctive late-night talk show features a diverse lineup of guests, including celebrities, athletes, comedians, politicians and human interest subjects. Along with a light-hearted and recognizable cast of characters, a hip house band and comedy bits in host Jimmy Kimmel’s inimitable style, the show additionally offers one of the funniest, freshest monologues on television today, drawing from all forms of topical media.",16,[News and Information~Talk and Interview|Comedy~Late Night Comedy],3.296685846,1,ABC,2009-08-27T01:20:11Z,TV-14
2295,The Cleveland Show,0,"Everyone's favorite soft-spoken neighbor Cleveland Brown moves to his hometown in Virginia with his 14-year old son, Cleveland JR. Many years ago, Cleveland was a high school student madly in love with a beautiful girl named Donna. Much to his dismay, his love went unrequited, and Donna wound up marrying another man. Cleveland once told Donna he would always love her, and if this man ever done her wrong, he'd be there when she called. Well, this man done her wrong.",88,[Animation and Cartoons~Primetime Animation|Comedy~Sitcoms],3.621983592,4,FOX,,TV-14
183,Project Runway,163,"Project Runway is a reality competition where fashion designers fight for their big break in the fashion industry.  Designers compete in weekly challenges, presenting their work on the runway.",88,[Health and Wellness|Reality and Game Shows~Competition|Lifestyle~Fashion and Beauty|Teen|Family],3.884819104,6,Lifetime,2015-08-10T16:42:14Z,TV-PG
12745,Survivor,0,Sixteen castaways sign up to be marooned on a tropical island in the ultimate battle for survival -- and a $1 million prize.,319,[Teen|Reality and Game Shows~Competition|Family],4.002237913,21,CBS,,TV-14
20608,Homeland,11,"HOMELAND is an edge-of-your-seat sensation. CIA officer Carrie Mathison is volatile and unpredictable. With the help of her mentor Saul Berenson, she fearlessly risks everything, including her sanity, at every turn.",72,[Drama],4.69207411,6,SHOWTIME,,TV-MA
7421,Awkward.,93,"From a secret relationship with a popular guy, to being undermined by a mean girl, & parents who just don't get it - Jenna's misfortune will eventually serve as the catalyst for amazing change, but it's not without some missteps and mishaps along the way.",89,[Comedy|Teen],4.508175676,5,MTV,,TV-14
21869,Fresh off the Boat,31,"It’s the '90s and 12 year old, hip-hop loving Eddie just moved to suburban Orlando from DC’s Chinatown with his parents. It’s culture shock for his immigrant family in this comedy about pursuing the American Dream.",60,[Comedy~Sitcoms|Family],4.420029648,3,ABC,2015-02-04T00:31:24Z,TV-PG
7560,Last Man Standing,2,"Tim Allen returns to ABC in this comedy from Jack Burditt (30 Rock). Men may have built civilizations, invented the locomotive and created ESPN, but they're about to find out that it's not a man's world anymore. You can't get manlier than Mike Baxter. He's the marketing director for an iconic outdoor sporting goods store, he loves to have adventures while he's traveling for work and, of course, he drives a pick-up truck. While Mike is king of the hill at work, he's the odd man out in a home that is dominated by women -- namely his wife, Vanessa, and their three daughters, 22- year-old Kristin, 17-year-old Mandy and 14-year-old Eve. ",22,[Comedy|Family],4.375276496,1,ABC,2016-10-01T09:01:22Z,TV-PG
2473,Dancing With the Stars,31,"ABC’s Dancing with the Stars is a spectacular reality competition that focuses on the glamorous and entertaining world of competitive dance. A cast of celebrities from music, TV, film and sports partner with professional dancers and week-to-week, try to impress the judges and the audience at home in order to be the last pair standing - and the ones who waltz away with the coveted mirrorball trophy.",0,[Reality and Game Shows~Competition|Family],3.242755018,0,ABC,2009-01-13T22:18:57Z,
1504,Reba,0,"Country superstar Reba McEntire made her first foray into series television on REBA, an edgy comedy that takes aim at the all-American family with a spirited look at suburban dysfunction. 

The family members of REBA certainly aren't candidates for a Rockwell portrait, but they muddle through their domestic lives the only way they know how - with brutal honesty and bare-knuckled poise.  REBA will make you laugh as it wins your heart.

REBA was created by Allison M. Gibson (Home Improvement, Boy Meets World).  Kevin Abbott (Roseanne) serves as executive producer with Mindy Schultheis (Titus), Michael Hanel (Titus) and Matt Berry (Roseanne) and Don Beck.  Chris Case, Pat Bullard, Reba McEntire, Patti Carr & Lara Runnels serve as co-executive producers for Twentieth Century Fox Television and Acme Productions. REBA is produced by Twentieth Century Fox Television and is distributed by Twentieth Century Fox Television Distribution.",90,[Comedy|Family],4.123555575,4,Fox Television Classics,,Not Rated
4412,The Bachelorette,155,"ABC's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.",5,[Reality and Game Shows],3.07734047,1,ABC,2010-05-19T06:53:06Z,TV-14
3708,The Bachelor,320,"ABC's highly-rated, popular romance reality series features a handsome bachelor looking for his soulmate from among 25 bachelorettes.",0,[Reality and Game Shows],2.927638092,0,ABC,2010-01-05T03:03:04Z,
2624,The Middle,43,"Frankie Heck is a superhero. Well, no, not an actual superhero - not unless you count getting her kids out the door for school every morning as a superfeat. Middle-aged, middle class and living in the middle of the country, this harried wife and working mother of three uses her wry wit and sense of humor to try to get her family through each day intact. Frankie has a job selling cars at the town's only surviving car dealer; her husband, Mike, is a manager at the local quarry. Together, they're putting THE MIDDLE on the map.",5,[Comedy|Family|Teen],4.263395482,1,ABC,2009-09-12T01:40:08Z,TV-PG
25839,Superstore,33,"Revolving around a group of employees at a big-box store, it examines love, friendship and the beauty of everyday moments.",22,[Comedy~Sitcoms|Family],4.441192282,1,NBC,2015-11-17T00:50:20Z,TV-14
15138,Sleepy Hollow,48,"In this modern-day twist on Washington Irving's classic, ICHABOD CRANE is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers.",62,[Drama],4.566322227,4,FOX,2013-08-15T22:35:08Z,TV-14
